creationTime,user,referenceName,content
2018-11-24 13:53:17,l***n,美的（Midea）60升电热水器云智能出水断电五倍增容微联APP F6030-A7S(HE),首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，我们家人都很喜欢。加厚聚氨酯整体发泡保温层，保温节能效果更好;保温；采用防干烧、防超温、防漏电、防高水压等多重保护装置以及IP&times;4级防水设计，使用寿命长，节能省电；超长低热负荷发热管，寿命更长、防电墙设计，线条流畅安装师傅很负责，调试好了。
2018-11-13 23:52:41,y***8,美的（Midea）60升电热水器云智能出水断电五倍增容微联APP F6030-A7S(HE),外观非常精美，显示屏幕大，烧水速度挺快的。使用起来放心，安全、省电，还可以实时预约功能，只要设置洗浴时间，就能使用热水。出水断电很安全，科技感很足。售后服务很好，约好安装时间后，工作人员免费上门安装。
2018-06-11 10:27:43,幸***1,美的（Midea）60升电热水器云智能出水断电五倍增容微联APP F6030-A7S(HE),亮点推荐优点：这款美的热水器真的很棒！液晶屏配上金色的装饰显得高档。可以整胆或者半胆加热，加上85%的热水输出率，让一级能效的它，更加节能！还有APP智能遥控软件，功能一目了然，调温.加热一按就搞定，非常方便操作。
2018-10-09 21:59:37,j***c,美的（Midea）60升电热水器云智能出水断电五倍增容微联APP F6030-A7S(HE),"我是美的忠实粉丝，这个热水器主要是省电，安全，还可以实时预约功能，只需设置洗浴时间，就能使用热水。出水断电很安全，科技感也很足，可以手机APP操作,  热水器很快就到货啦，包装很好，美的售后预约半天就给安装好了，用着很hao，外观很漂亮。"
2018-10-15 21:41:55,m***r,美的（Midea）60升电热水器云智能出水断电五倍增容微联APP F6030-A7S(HE),"时比了很久，最终确定下来买美的，事实证明
先择不错，这款热水器相当智能化，连接家里
路由器后，用手机在任何地方都可以操作热水
器，非常方便，加热速度相当块，关键是防漏
电保护技术，所以用得放心用得安心，全触摸
屏操作，相当灵敏，大家都说买对了。
中"
2018-06-18 09:59:51,L***云,美的（Midea）60升电热水器云智能出水断电五倍增容微联APP F6030-A7S(HE),昨天终于顺利安装完成，颜色很霸气，是我喜欢的金色，美的（Midea）60升电热水器云智能出水断电双重抑菌五倍增容，操作简单，试机后，几分钟就能放得出热水，面板上也能显示水温，很方便很智能，价格公道比实体店便宜好*块钱，物美价廉
2018-11-24 20:13:14,j***y,美的（Midea）16升大水量燃气热水器 水气双调 智能随温感 一键变升 厨房洗 JSQ30-G3S,由于装修现在才安装，挺不错的
2018-11-25 15:24:31,森***1,美的（Midea）16升大水量燃气热水器 水气双调 智能随温感 一键变升 厨房洗 JSQ30-G3S,不错不错，只是我觉得自己买的有点大了！安装也很好
2018-11-25 13:47:00,l***0,美的（Midea）16升大水量燃气热水器 水气双调 智能随温感 一键变升 厨房洗 JSQ30-G3S,用了一段时间了，感觉效果不错，不在存在忽冷忽热情况。
2018-11-23 17:43:26,x***0,美的（Midea）16升大水量燃气热水器 水气双调 智能随温感 一键变升 厨房洗 JSQ30-G3S,安装师傅很负责，服务态度好，不错
2018-11-26 18:36:20,l***y,美的（Midea）16升大水量燃气热水器 水气双调 智能随温感 一键变升 厨房洗 JSQ30-G3S,热水器装好了。很好看，高大上，已使用烧热水很快，两个卫生间和厨房同时使用，效果非常好。点赞。希望能用的久就完美了。刚买因为没有预留好排气烟囱的孔位，拖了一个月改装修后才装上，完美。
2018-11-23 17:02:05,j***9,美的（Midea）16升大水量燃气热水器 水气双调 智能随温感 一键变升 厨房洗 JSQ30-G3S,当天送来就安装了，比我想像的快多了，大家电都是京东购买的，安全放心。新装修的房子还没通燃气，效果不用怕，因为他是美的，家里很多电器都是美的的，不是第一次用美的产品了。信心满满的，8年保修！
2018-11-23 20:10:24,j***8,美的（Midea）16升大水量燃气热水器 水气双调 智能随温感 一键变升 厨房洗 JSQ30-G3S,双十一买的，价格合适！第二天就发货了，当天就联系安装，因个人原因第二天才来安装。安装的师傅太度非常的好，使用的每一样配件都说明价格下单确认后安装，应该说做到了诚若的服务！特别要强调的是，因京东双十一活动有送配件活动，师傅收费后发现有问题立即联系我们，并且马上退回了费用，其行为让人感动。另，美的的热水器出水稳定，使用下来确实不错，支持国货支持美的，耶
2018-11-23 21:42:53,jd_159283ieo,美的（Midea）16升大水量燃气热水器 水气双调 智能随温感 一键变升 厨房洗 JSQ30-G3S,美的热水器，质量和外观都非常好，价格很实惠，是居家的理想选择，相信大品牌，选择美的，一定是明智的选择！
2018-11-25 16:08:39,g***x,美的（Midea）16升大水量燃气热水器 水气双调 智能随温感 一键变升 厨房洗 JSQ30-G3S,美的售后送货速度快，师傅****效率高，安装也很到位！热水很稳定，现在越来越信任美的品牌了！
2018-11-22 23:07:01,Z***6,美的（Midea）16升大水量燃气热水器 水气双调 智能随温感 一键变升 厨房洗 JSQ30-G3S,对比好几家这款性价比高，安装速度快，师傅保修8年！?
2018-11-22 14:53:07,浮***末,美的（Midea）2100W速热电热水器80升 无线遥控 预约洗浴 一键保温 加长防电墙F80-15WB5(Y),"美的三佰优橞卷：质量好（  djd.red/2m ）复/.置/输入括呺/内@内蓉，/到.，流览嚣打开#领/曲。非常好外观漂亮，做工精致，可以远程控制，非常方便，保温性能满意，希望耐用。美的的安装服务不错，加装的管和接头收费*元，不贵。使用过程中经常有哒哒响，应该是继电器的声音吧。外观大气上档次,颜色玫瑰金色,非常好看,很高大上档次,液晶屏数字很大,方便观察,按钮简洁大方。功率够用容量够用,单位安装,多人洗热水丝毫不耽误,用水自动断电,能听见空开断电的声音,让人很踏实。总体来说挺满意。这款美的热水器真的很棒！液晶屏配上金色的装饰显得高档。可以整胆或者半胆加热，加上85%的热水输出率，让一级能效的它，更加节能！还有APP智能遥控软件，功能一目了然，调温.加热一按就搞定，非常方便操作。外观精美，显示屏幕大，烧水速度挺快的，使用起来放心安全！省电，安全，还可以实时预约功能，只需设置洗浴时间，就能使用热水。出水断电很安全，科技感也很足，可以手机APP操作！美的产品质量好，外观漂亮，大小合适，免费安装，感觉自己赚了！！有快递公司，服务态度超棒，约好时间后，售后马上来安装了！满分！"
2018-11-05 09:41:36,j***d,美的（Midea）2100W速热电热水器80升 无线遥控 预约洗浴 一键保温 加长防电墙F80-15WB5(Y),选择美的（Midea）60升电热水器 5倍增容90S速热 A+能效 遥控预约 LED触控大屏 F6030-A6(HEY)。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，都很喜欢。
2018-11-26 09:17:40,y***6,美的（Midea）2100W速热电热水器80升 无线遥控 预约洗浴 一键保温 加长防电墙F80-15WB5(Y),选择美的（Midea）双2100W速热 无线遥控 一级能效多倍增容 防电墙电热水器60升 F6021-A2（HEY）。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，都很喜欢。
2018-08-25 16:01:09,男***8,美的（Midea）2100W速热电热水器80升 无线遥控 预约洗浴 一键保温 加长防电墙F80-15WB5(Y),"线条流畅、时尚、全自动控制、防电墙产品；
加厚聚氨酯整体发泡保温层，保温节能效果更好;保温；
采用防干烧、防超温、防漏电、防高水压等多重保护装置以及IP&times;4级防水设计，使用寿命长，节能省电；
超长低热负荷发热管，寿命更长、防电墙设计，线条流畅
安装师傅很负责，调试好了。"
2018-11-23 13:58:09,j***m,美的（Midea）2100W速热电热水器80升 无线遥控 预约洗浴 一键保温 加长防电墙F80-15WB5(Y),比较熟悉美的的品牌，因为身边用美的的挺多。又特意买的美的（Midea）80升速热增容LED大屏幕数显的F8030-A6（HEY）款。可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有A+能效，输出热水更多，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便。快递也很给力的，头一天下单，第二天完美送到，非常感谢啦！！！！！安装师傅很用心的给安装好了。机器外型高端大气上档次。漂亮！感谢安装师傅！辛苦辛苦！！！！！
2018-10-26 10:49:09,张***3,美的（Midea）2100W速热电热水器80升 无线遥控 预约洗浴 一键保温 加长防电墙F80-15WB5(Y),跟家人看了很多款热水器，最终选择美的（ Midea）80升电 热水器5倍增容A＋能效遥控预约. F8030－A6（HEY），首先机器外型高端大气上档次，可以遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e＋增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，我们家人都很喜欢
2018-11-06 08:13:23,j***0,美的（Midea）2100W速热电热水器80升 无线遥控 预约洗浴 一键保温 加长防电墙F80-15WB5(Y),热的快，有遥控方便，还可以预约时间，触摸屏很灵敏，安装师傅很专业，京东送货****，我家的家电都在京东买的，服务好，质量有保证！
2018-11-26 12:43:28,j***千,美的（Midea）2100W速热电热水器80升 无线遥控 预约洗浴 一键保温 加长防电墙F80-15WB5(Y),A10非常的好看容量也大，外表高端大气，可以远程控制，屏幕很大，操作简单方便，加热速度也快，保温效果非常好！有TECH活水功能！东西到货完整，样子看起来也挺不错，个头挺大，质感也不错，师傅很敬业，穿统一工装，干活也很麻利，很快就装完了，还很耐心的给讲解操作，有任何疑问也很耐心的回答，很满意！
2018-07-09 20:52:48,j***j,美的（Midea）2100W速热电热水器80升 无线遥控 预约洗浴 一键保温 加长防电墙F80-15WB5(Y),事情太多，评价有点晚了。当时看了很多款热水器，最终选择美的（Midea）60升电热水器 5倍增容90S速热 A+能效 遥控预约 LED触控大屏 F6030-A6(HEY)。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，我们家人都很喜欢
2018-11-22 12:02:29,w***3,美的（Midea）双3000W速热云智能 五倍增容 出水断电安全浴 APP智控电热水器80升 F8030-A7S（HE）,"安装完成，开机加热速度很快，热水量足可以连续洗澡，外观漂亮，做工精致，防电墙，可以远程控制，非常方便，保温性能也满意。美的的安装服务很好。外观大气上档次,颜色玫瑰金色,非常好看,很高大上档次,液晶屏数字很大,方便观察,按钮简洁大方。功率够用容量够用,单位安装,多人洗热水丝毫不耽误,用水自动断电,能听见空开断电的声音,让人很踏实。总体来说挺满意。这款美的热水器真的很棒！液晶屏配上金色的装饰显得高档。可以整胆或者半胆加热，加上85%的热水输出率，让一级能效的它，更加节能！还有APP智能遥控软件，功能一目了然，调温.加热一按就搞定，非常方便操作。外观精美，显示屏幕大，烧水速度挺快的，使用起来放心安全！省电，安全，还可以实时预约功能，只需设置洗浴时间，就能使用热水。出水断电很安全，可以手机APP操作！美的产品质量好，外观漂亮，大小合适，免费安装，感觉很好！！京东快递，服务态度很好，约好时间后，售后马上来安装了！满分！"
2018-10-24 23:14:32,j***o,美的（Midea）双3000W速热云智能 五倍增容 出水断电安全浴 APP智控电热水器80升 F8030-A7S（HE）,外观大方，精美，干净，屏幕手感很好，显示屏幕大，省电，安全，可以手机APP操作，很灵敏，出水断电，连用水龙头它都会自动断电，，很方便很智能，用着真的好好
2018-10-26 14:26:53,J***g,美的（Midea）双3000W速热云智能 五倍增容 出水断电安全浴 APP智控电热水器80升 F8030-A7S（HE）,"加厚聚氨酯整体发泡保温层，保温节能效果更好;保温；采用防干烧、防超温、防漏电、防高水压等多重保护装置以及IP&times;4级防水设计，使用寿命长，节能省电；超长低热负荷发热管，寿命更长、防电墙设计，线条流畅安装师傅很负责，调试好了。

看了很多款热水器，最终选择美的（Midea）60升电热水器 5倍增容90S速热 A+能效 遥控预约 LED触控大屏 F6030-A6(HEY)。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，我们家人都很喜欢。"
2018-11-24 13:53:17,l***n,美的（Midea）双3000W速热云智能 五倍增容 出水断电安全浴 APP智控电热水器80升 F8030-A7S（HE）,首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，我们家人都很喜欢。加厚聚氨酯整体发泡保温层，保温节能效果更好;保温；采用防干烧、防超温、防漏电、防高水压等多重保护装置以及IP&times;4级防水设计，使用寿命长，节能省电；超长低热负荷发热管，寿命更长、防电墙设计，线条流畅安装师傅很负责，调试好了。
2018-11-13 23:52:41,y***8,美的（Midea）双3000W速热云智能 五倍增容 出水断电安全浴 APP智控电热水器80升 F8030-A7S（HE）,外观非常精美，显示屏幕大，烧水速度挺快的。使用起来放心，安全、省电，还可以实时预约功能，只要设置洗浴时间，就能使用热水。出水断电很安全，科技感很足。售后服务很好，约好安装时间后，工作人员免费上门安装。
2018-06-11 10:27:43,幸***1,美的（Midea）双3000W速热云智能 五倍增容 出水断电安全浴 APP智控电热水器80升 F8030-A7S（HE）,亮点推荐优点：这款美的热水器真的很棒！液晶屏配上金色的装饰显得高档。可以整胆或者半胆加热，加上85%的热水输出率，让一级能效的它，更加节能！还有APP智能遥控软件，功能一目了然，调温.加热一按就搞定，非常方便操作。
2018-10-09 21:59:37,j***c,美的（Midea）双3000W速热云智能 五倍增容 出水断电安全浴 APP智控电热水器80升 F8030-A7S（HE）,"我是美的忠实粉丝，这个热水器主要是省电，安全，还可以实时预约功能，只需设置洗浴时间，就能使用热水。出水断电很安全，科技感也很足，可以手机APP操作,  热水器很快就到货啦，包装很好，美的售后预约半天就给安装好了，用着很hao，外观很漂亮。"
2018-10-15 21:41:55,m***r,美的（Midea）双3000W速热云智能 五倍增容 出水断电安全浴 APP智控电热水器80升 F8030-A7S（HE）,"时比了很久，最终确定下来买美的，事实证明
先择不错，这款热水器相当智能化，连接家里
路由器后，用手机在任何地方都可以操作热水
器，非常方便，加热速度相当块，关键是防漏
电保护技术，所以用得放心用得安心，全触摸
屏操作，相当灵敏，大家都说买对了。
中"
2018-06-18 09:59:51,L***云,美的（Midea）双3000W速热云智能 五倍增容 出水断电安全浴 APP智控电热水器80升 F8030-A7S（HE）,昨天终于顺利安装完成，颜色很霸气，是我喜欢的金色，美的（Midea）60升电热水器云智能出水断电双重抑菌五倍增容，操作简单，试机后，几分钟就能放得出热水，面板上也能显示水温，很方便很智能，价格公道比实体店便宜好*块钱，物美价廉
2018-09-11 23:10:28,l***z,美的（Midea）双3000W速热云智能 五倍增容 出水断电安全浴 APP智控电热水器80升 F8030-A7S（HE）,已经到货安装好了，看起来很上档次，摸起来也舒服，金黄色显得高端大气，双3000W，加热会很快，不用担心冬天人多洗的时候要等太久，而且80L大容量，水量很足，还有出水断电功能，特别适合担心用电不安全的情况，安装师傅也挺不错，态度很好，安装过程很满意。
2018-09-11 23:10:28,l***z,美的（Midea）60升电热水器云智能出水断电五倍增容微联APP F6030-A7S(HE),已经到货安装好了，看起来很上档次，摸起来也舒服，金黄色显得高端大气，双3000W，加热会很快，不用担心冬天人多洗的时候要等太久，而且80L大容量，水量很足，还有出水断电功能，特别适合担心用电不安全的情况，安装师傅也挺不错，态度很好，安装过程很满意。
2018-11-22 14:53:07,浮***末,美的（Midea）80升速热增容 LED触控大屏 一级节能 遥控预约 防电墙电热水器 F8030-A6（HEY）,"美的三佰优橞卷：质量好（  djd.red/2m ）复/.置/输入括呺/内@内蓉，/到.，流览嚣打开#领/曲。非常好外观漂亮，做工精致，可以远程控制，非常方便，保温性能满意，希望耐用。美的的安装服务不错，加装的管和接头收费*元，不贵。使用过程中经常有哒哒响，应该是继电器的声音吧。外观大气上档次,颜色玫瑰金色,非常好看,很高大上档次,液晶屏数字很大,方便观察,按钮简洁大方。功率够用容量够用,单位安装,多人洗热水丝毫不耽误,用水自动断电,能听见空开断电的声音,让人很踏实。总体来说挺满意。这款美的热水器真的很棒！液晶屏配上金色的装饰显得高档。可以整胆或者半胆加热，加上85%的热水输出率，让一级能效的它，更加节能！还有APP智能遥控软件，功能一目了然，调温.加热一按就搞定，非常方便操作。外观精美，显示屏幕大，烧水速度挺快的，使用起来放心安全！省电，安全，还可以实时预约功能，只需设置洗浴时间，就能使用热水。出水断电很安全，科技感也很足，可以手机APP操作！美的产品质量好，外观漂亮，大小合适，免费安装，感觉自己赚了！！有快递公司，服务态度超棒，约好时间后，售后马上来安装了！满分！"
2018-11-05 09:41:36,j***d,美的（Midea）80升速热增容 LED触控大屏 一级节能 遥控预约 防电墙电热水器 F8030-A6（HEY）,选择美的（Midea）60升电热水器 5倍增容90S速热 A+能效 遥控预约 LED触控大屏 F6030-A6(HEY)。首先机器外型高端大气上档次，可以远程遥控，触屏效果很好，操作简便，加热速度快，保温效果不错，该机型有e+增容，变容，预约，水温显示，防电墙，加热倒计时显示，热水剩余量显示等各种实用功能，真心方便，都很喜欢。
